entity_id,state,last_changed
sensor.plantesp_plants_1_moisture,56.77,2024-03-13T08:23:05.000Z
sensor.plantesp_plants_1_moisture,56.71,2024-03-13T08:28:05.000Z
sensor.plantesp_plants_1_moisture,56.64,2024-03-13T08:33:05.000Z
sensor.plantesp_plants_1_moisture,56.52,2024-03-13T08:38:05.000Z
sensor.plantesp_plants_1_moisture,56.43,2024-03-13T08:43:05.000Z
sensor.plantesp_plants_1_moisture,56.31,2024-03-13T08:48:05.000Z
sensor.plantesp_plants_1_moisture,56.23,2024-03-13T08:53:05.000Z
sensor.plantesp_plants_1_moisture,56.19,2024-03-13T08:58:05.000Z
sensor.plantesp_plants_1_moisture,56.07,2024-03-13T09:03:05.000Z
sensor.plantesp_plants_1_moisture,55.99,2024-03-13T09:08:05.000Z
sensor.plantesp_plants_1_moisture,55.91,2024-03-13T09:13:05.000Z
sensor.plantesp_plants_1_moisture,55.86,2024-03-13T09:18:05.000Z
sensor.plantesp_plants_1_moisture,55.8,2024-03-13T09:23:05.000Z
sensor.plantesp_plants_1_moisture,55.75,2024-03-13T09:28:05.000Z
sensor.plantesp_plants_1_moisture,55.72,2024-03-13T09:33:05.000Z
sensor.plantesp_plants_1_moisture,55.64,2024-03-13T09:38:05.000Z
sensor.plantesp_plants_1_moisture,55.56,2024-03-13T09:43:05.000Z
sensor.plantesp_plants_1_moisture,55.46,2024-03-13T09:48:05.000Z
sensor.plantesp_plants_1_moisture,55.34,2024-03-13T09:53:05.000Z
sensor.plantesp_plants_1_moisture,55.26,2024-03-13T09:58:05.000Z
sensor.plantesp_plants_1_moisture,55.15,2024-03-13T10:03:05.000Z
sensor.plantesp_plants_1_moisture,55.12,2024-03-13T10:08:05.000Z
sensor.plantesp_plants_1_moisture,55.07,2024-03-13T10:13:05.000Z
sensor.plantesp_plants_1_moisture,55.04,2024-03-13T10:18:05.000Z
sensor.plantesp_plants_1_moisture,55.01,2024-03-13T10:23:05.000Z
sensor.plantesp_plants_1_moisture,54.95,2024-03-13T10:28:05.000Z
sensor.plantesp_plants_1_moisture,54.93,2024-03-13T10:33:05.000Z
sensor.plantesp_plants_1_moisture,54.82,2024-03-13T10:38:05.000Z
